timestamp,pyth_price,dex_price,price_vs_sma,momentum,volatility,liquidity,spread,trend,label
1766343255379,119.2338,124.9270,128,128,0,45,133,0,0
1766343265376,119.2338,124.9270,128,128,0,45,133,0,0
1766343275374,119.2338,124.9270,128,128,0,45,133,0,0
1766343285380,119.2338,124.9270,128,128,0,45,133,0,0
1766343295379,119.2338,124.9270,128,128,0,45,133,0,0
1766343305379,119.2338,124.9270,128,128,0,45,133,0,0
1766343315387,119.2338,124.9270,128,128,0,45,133,0,0
1766343325373,119.2338,124.9270,128,128,0,45,133,0,0
1766343335378,119.2338,124.9270,128,128,0,45,133,0,0
1766343345382,119.2338,124.9270,128,128,0,45,133,0,0
1766343355380,119.2338,124.9270,128,128,0,45,133,0,0
1766343365401,119.2338,124.9270,128,128,0,45,133,0,0
1766343375380,119.2338,124.9270,128,128,0,45,133,0,0
1766343385395,119.2338,124.8759,128,128,0,45,133,0,0
1766343395385,119.2338,124.9094,128,128,0,45,133,0,0
1766343405386,119.2338,124.9185,128,128,0,45,133,0,0
1766343415390,119.2338,124.9185,128,128,0,45,133,0,0
1766343425412,119.2338,124.9185,128,128,0,45,133,0,0
1766343435425,119.2338,124.9185,128,128,0,45,133,0,0
1766343445393,119.2338,124.9185,128,128,0,45,133,0,0
1766343455388,119.2338,124.9185,128,128,0,45,133,0,0
1766343465393,119.2338,124.9185,128,128,0,45,133,0,0
1766343475394,119.2338,124.9185,128,128,0,45,133,0,0
1766343485410,119.2338,124.9205,128,128,0,45,133,0,0
1766343495426,119.2338,124.9205,128,128,0,45,133,0,0
1766343505388,119.2338,124.9205,128,128,0,45,133,0,0
1766343515397,119.2338,124.9205,128,128,0,45,133,0,0
1766343525395,119.2338,124.9205,128,128,0,45,133,0,0
1766343535397,119.2338,124.9205,128,128,0,45,133,0,0
1766343545403,119.2338,124.9205,128,128,0,45,133,0,0
1766343555401,119.2338,124.9209,128,128,0,45,133,0,0
1766343565423,119.2338,124.9209,128,128,0,45,133,0,0
1766343575401,119.2338,124.9209,128,128,0,45,133,0,0
1766343585512,119.2338,124.9209,128,128,0,45,133,0,0
1766343595427,119.2338,124.9209,128,128,0,45,133,0,0
1766343605401,119.2338,124.9209,128,128,0,45,133,0,0
1766343615399,119.2338,125.0065,128,128,0,45,133,0,0
1766343625403,119.2338,125.0090,128,128,0,45,133,0,0
1766343635412,119.2338,125.0381,128,128,0,45,133,0,0
1766343645414,119.2338,125.0867,128,128,0,45,133,0,0
1766343655420,119.2338,125.0867,128,128,0,45,133,0,0
1766343665414,119.2338,125.0867,128,128,0,45,133,0,0
1766343675441,119.2338,125.0867,128,128,0,45,133,0,0
1766343685413,119.2338,125.1329,128,128,0,45,133,0,0
1766343695408,119.2338,125.1897,128,128,0,45,133,0,0
1766343705415,119.2338,125.1897,128,128,0,45,133,0,0
1766343715413,119.2338,125.1897,128,128,0,45,133,0,0
1766343725426,119.2338,125.1897,128,128,0,45,133,0,0
1766343735418,119.2338,125.1897,128,128,0,45,133,0,0
1766343745417,119.2338,125.1897,128,128,0,45,133,0,0
1766343755412,119.2338,125.1897,128,128,0,45,133,0,0
1766343765428,119.2338,125.1897,128,128,0,45,133,0,0
1766343775427,119.2338,125.1897,128,128,0,45,133,0,0
1766343785422,119.2338,125.1897,128,128,0,45,133,0,0
1766343795434,119.2338,125.1897,128,128,0,45,133,0,0
1766343805440,119.2338,125.1897,128,128,0,45,133,0,0
1766343815427,119.2338,125.1897,128,128,0,45,133,0,0
1766343825423,119.2338,125.1898,128,128,0,45,133,0,0
1766343835431,119.2338,125.1898,128,128,0,45,133,0,0
1766343845433,119.2338,125.1898,128,128,0,45,133,0,0
1766343855435,119.2338,125.1898,128,128,0,45,133,0,0
1766343865437,119.2338,125.1898,128,128,0,45,133,0,0
1766343875436,119.2338,125.1898,128,128,0,45,133,0,0
1766343885434,119.2338,125.1898,128,128,0,45,133,0,0
1766343895438,119.2338,125.1898,128,128,0,45,133,0,0
1766343905429,119.2338,125.1898,128,128,0,45,133,0,0
1766343915435,119.2338,125.1898,128,128,0,45,133,0,0
1766343925440,119.2338,125.1898,128,128,0,45,133,0,0
1766343935437,119.2338,125.1898,128,128,0,45,133,0,0
1766343945442,119.2338,125.1898,128,128,0,45,133,0,0
1766343955439,119.2338,125.1846,128,128,0,45,133,0,0
1766343965443,119.2338,125.1846,128,128,0,45,133,0,0
1766343975446,119.2338,125.1846,128,128,0,45,133,0,0
1766343985448,119.2338,125.1846,128,128,0,45,133,0,0
1766343995448,119.2338,125.1846,128,128,0,45,133,0,0
1766344005446,119.2338,125.1846,128,128,0,45,133,0,0
1766344015449,119.2338,125.1846,128,128,0,45,133,0,0
1766344025452,119.2338,125.1846,128,128,0,45,133,0,0
1766344035474,119.2338,125.1846,128,128,0,45,133,0,0
1766344045451,119.2338,125.1846,128,128,0,45,133,0,0
1766344055479,119.2338,125.1846,128,128,0,45,133,0,0
1766344065471,119.2338,125.1846,128,128,0,45,133,0,0
1766344075472,119.2338,125.1846,128,128,0,45,133,0,0
1766344085460,119.2338,125.1846,128,128,0,45,133,0,0
1766344095463,119.2338,125.1846,128,128,0,45,133,0,0
1766344105476,119.2338,125.1846,128,128,0,45,133,0,0
1766344115461,119.2338,125.1846,128,128,0,45,133,0,0
1766344125477,119.2338,125.1846,128,128,0,45,133,0,0
1766344135465,119.2338,125.1874,128,128,0,45,133,0,0
1766344145466,119.2338,125.1874,128,128,0,45,133,0,0
1766344155474,119.2338,125.1874,128,128,0,45,133,0,0
1766344165488,119.2338,125.1874,128,128,0,45,133,0,0
1766344175462,119.2338,125.1874,128,128,0,45,133,0,0
1766344185483,119.2338,125.1874,128,128,0,45,133,0,0
1766344195467,119.2338,125.1874,128,128,0,45,133,0,0
1766344205465,119.2338,125.1874,128,128,0,45,133,0,0
1766344215479,119.2338,125.1874,128,128,0,45,133,0,0
1766344225484,119.2338,125.1874,128,128,0,45,133,0,0
1766344235474,119.2338,125.1874,128,128,0,45,133,0,0
1766344245481,119.2338,125.1874,128,128,0,45,133,0,0
1766344255480,119.2338,125.1874,128,128,0,45,133,0,0
1766344265482,119.2338,125.1874,128,128,0,45,133,0,0
1766344275481,119.2338,125.1874,128,128,0,45,133,0,0
1766344285491,119.2338,125.1874,128,128,0,45,133,0,0
1766344295481,119.2338,125.1874,128,128,0,45,133,0,0
1766344305481,119.2338,125.1874,128,128,0,45,133,0,0
1766344315482,119.2338,125.1874,128,128,0,45,133,0,0
1766344325501,119.2338,125.1874,128,128,0,45,133,0,0
1766344335487,119.2338,125.1874,128,128,0,45,133,0,0
1766344345488,119.2338,125.1874,128,128,0,45,133,0,0
1766344355480,119.2338,125.1874,128,128,0,45,133,0,0
1766344365490,119.2338,125.1874,128,128,0,45,133,0,0
1766344375495,119.2338,125.1874,128,128,0,45,133,0,0
1766344385505,119.2338,125.1874,128,128,0,45,133,0,0
1766344395490,119.2338,125.1874,128,128,0,45,133,0,0
1766344405494,119.2338,125.1874,128,128,0,45,133,0,0
1766344415496,119.2338,125.1874,128,128,0,45,133,0,0
1766344425492,119.2338,125.1874,128,128,0,45,133,0,0
1766344435493,119.2338,125.1874,128,128,0,45,133,0,0
1766344445493,119.2338,125.1874,128,128,0,45,133,0,0
1766344455498,119.2338,125.1874,128,128,0,45,133,0,0
1766344465502,119.2338,125.1874,128,128,0,45,133,0,0
1766344475492,119.2338,125.1874,128,128,0,45,133,0,0
1766344485504,119.2338,125.1874,128,128,0,45,133,0,0
1766344495498,119.2338,125.1874,128,128,0,45,133,0,0
1766344505500,119.2338,125.1893,128,128,0,45,133,0,0
1766344515503,119.2338,125.1893,128,128,0,45,133,0,0
1766344525507,119.2338,125.1893,128,128,0,45,133,0,0
1766344535499,119.2338,125.1893,128,128,0,45,133,0,0
1766344545498,119.2338,125.1893,128,128,0,45,133,0,0
1766344555505,119.2338,125.1893,128,128,0,45,133,0,0
1766344565498,119.2338,125.1893,128,128,0,45,133,0,0
1766344575501,119.2338,125.1893,128,128,0,45,133,0,0
1766344585507,119.2338,125.1893,128,128,0,45,133,0,0
1766344595505,119.2338,125.1893,128,128,0,45,133,0,0
1766344605501,119.2338,125.1893,128,128,0,45,133,0,0
1766344615519,119.2338,125.1960,128,128,0,45,133,0,0
1766344625505,119.2338,125.1960,128,128,0,45,133,0,0
1766344635511,119.2338,125.1960,128,128,0,45,133,0,0
1766344645519,119.2338,125.1960,128,128,0,45,133,0,0
1766344655517,119.2338,125.1960,128,128,0,45,133,0,0
1766344665514,119.2338,125.1960,128,128,0,45,133,0,0
1766344675516,119.2338,125.1960,128,128,0,45,133,0,0
1766344685518,119.2338,125.1960,128,128,0,45,133,0,0
